text,tweet_type,lang
Tell me again why we can't defund the police. How they are the only way to achieve safe neighborhoods. Why they deserve 40% of the city's budget. That there's just a few bad apples #blacklivesmatter #DefundCPD  https://t.co/4l5ZeLJj7V,original,en
"When I moved from India to the US, I believed in the American dream. Now I realize how terrifyingly similar both countries are | The Independent https://t.co/0MbhFPGZTa",original,en
"One of the police officers charged in George Floyd‰Ûªs death, released after paying $750kåÊbail https://t.co/1u6oAVvD9C",original,en
"Eliminate school police, L.A. teachers union leaders say  https://t.co/9BDSBxHY37",original,en
"https://t.co/tjkOxliPnM via @Yahoo   Tucker Carlson keeps repeating his own dumb history. He's losing advertisers after saying racist shit AGAIN!  Disney, T-Mobile, Papa John‰Ûªs and Vari have pulled their commercials from ‰ÛÏTucker Carlson Tonight,‰Û Media Matters reported Wednesday.",original,en
George Floyd's Niece Talks About MAGA: 'When Has America Ever Been Great?' https://t.co/aQNLgGgbTg via @rustyweiss74,original,en
"The ""societal issue"" is the the POLICE won't stop MURDERING Black people @warnerbros come on #defundThePolice #BlackLivesMatter  https://t.co/jnhPr1Dxto",original,en
N.J. Prison Guard Suspended For Mocking George Floyd's Death At Racism Protest https://t.co/rqnY2dGMjq via @YahooNews,original,en
anyone else think it's bullshit that @gofundme allowed their platform be used to raise bail money for the cop who killed george floyd?,original,en
I‰Ûªm sorry it took so long to happen but the anger that started in me when George Floyd was murdered is never going to go away. I will never be silent on racism again. I will never stop fighting for equality. I will not stop calling people out for their racism. Black Lives MATTER,original,en
#NASCAR legends voice support for George Floyd protests - CNN https://t.co/FRUTRHLi6Z,original,en
"Today at work we‰Ûªre silent for 8 mins and 46 for George Floyd, Breonna Taylor, Ahmuad arbery and many other. And to have someone knee on your neck for that long .. speechless.",original,en
Want the latest on the #BlackLIvesMatter protests in the #BayArea? Check out KGO to get up to date news.    https://t.co/NLGz6tlRRg,original,en
Thousands Of People Waited Hours To Pay Their Respects To George Floyd At A Viewing In Houston https://t.co/1Fh4F64bxw,original,en
Greensboro police say they have arrested the person suspected of vandalizing the International Civil Rights Center &amp; Museum Vandalism in Greensboro. https://t.co/syFQaR8VxV,original,en
"Stolen Breaths | NEJM -  ""In Minnesota, where black Americans account for 6% of the population but 14% of Covid-19 cases and 33% of Covid-19 deaths, George Floyd died at the hands of police.  'Please ‰ÛÓ I can‰Ûªt breathe.'‰Û   https://t.co/GvrHYCfUWy",original,en
"H.E.R. Shares Powerful New Song, ‰Û÷I Can‰Ûªt Breathe‰Ûª In Response to Death of George Floyd https://t.co/xcgBvqcHFs https://t.co/DPBVp80eN4",original,en
"The gov't created over three dozen services in about two months for the COVID crisis. Let's prioritize Black lives, defund the police and reinvest that money to create the services we need for safety and security in our society. #cdnpoli #DefundThePolice #BlackLivesMatter https://t.co/6RlvXvh3F7",original,en
How The George Floyd Conversation Extends To U.S. Schools : NPR https://t.co/vat7lrWWcT,original,en
"@marcorubio, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality #BlackLivesMatter",original,en
"After the death of George Floyd, the cries for change are growing louder and louder. Now, in some cities, that change is coming soon as members of diverse communities come together to find new ways for law enforcement to do their jobs. https://t.co/lv8Of9NOjU",original,en
I had to sit through my boss ranting about protestors and how George Floyd was a criminal... I need to remember I need to keep my job..,original,en
"Prince George‰Ûªs Co exec says it‰Ûªs time to reimagine police, African-American community relationship  https://t.co/zRYZqrBN9L",original,en
"The George Floyd killing has triggered a wave of pulling down of statues linked to slavery in both UK and US, amongst other reactions.  This single act of tragedy of Floyd's killing may be the final nail in Racism's coffin",original,en
"Love this, Pakistani truck artist Haider Ali pays tribute to George Floyd. The lettering reads: we‰Ûªre black, so what? https://t.co/oUNhYXdb6G",original,en
"George Floyd‰Ûªs life and death provide vivid examples of the ways we are failing to address systemic disparities in education, health, housing, and public safety. This moment calls for bold solutions that can deliver real outcomes for Black communities. https://t.co/XcoWhTTvcH",original,en
"Why do we not want a knee on George Floyd‰Ûªs neck? Not only because it‰Ûªs wrong, but because we don‰Ûªt want one on ours. If we want our rights respected, we must respect ‰ÛÒ and protect - the rights of others.",original,en
Black National Guard members express discomfort with quelling Black Lives Matter protesters  https://t.co/K3mADLoc9V https://t.co/AH0bgdo2Oq,original,en
"‰ÛÏWe invite you to participate in a conversation with us to create lasting structural change, that addresses the current uprising as well as a long term vision that centers Black lives.‰Û #ThursdayThoughts #BlackLivesMatter https://t.co/QmrSvNG176",original,en
"Murals downtown give locals and tourists reason for pause. A local artist, who didn‰Ûªt want to be identified, speaks to the movement behind the murals. https://t.co/So38o8zb8l",original,en
"Today @TheEllenShow Former Georgia House minority leader Stacey Abrams joins Ellen via video chat and discusses the tragic murders of George Floyd, Breonna Taylor, and Georgia‰Ûªs own Ahmaud Arbery and what can be done to make sure justice is achieved at 4pm on #wisn12 https://t.co/pUR3qAUDVO",original,en
"Stand in global solidarity with #BlackLivesMatter! #Enoughisenough, join the fight to end police brutality and liberate Black people. No one is free until we are all free. #Icantbreathe #silenceisviolence https://t.co/9KK0yeeu5A",original,en
"@SenRickScott, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality #BlackLivesMatter",original,en
linking the killing of George Floyd and environmental injustice. Powerful ! please take the time to read it and reflect. #BlackLivesMatter   https://t.co/QFOHWq3ySu,original,en
"Coronavirus pandemic and George Floyd protests highlight health disparities for black people - [All Health &amp;amp; Fitness Tips], Source: CNBC News - https://t.co/PXgpumJTAO https://t.co/DAXQtRiDB6",original,en
Tucker Carlson's Fox News show loses Disney and other advertisers over George Floyd killing and Black Lives Matter POV https://t.co/i1aQx4B2ym   Hit him where it hurts!,original,en
"Just a month ago, 45 was praising armed demonstrators who filled a state capital. He tried demanding the Gov negotiate with them.  Now this, but only because they want police reform and an end to systemic racial inequality.  We see you, 45*  #seattleprotest #msnbc #cnn #BLM https://t.co/zMaRzG0MSq",original,en
O'Reilly's PlutoTV show under fire amid George Floyd protest - Los Angeles Times https://t.co/1XZLNQl498,original,en
Zoom forum for Black Writers to Express themself about What‰Ûªs Going On in America - From Covid to George Floyd. Meeting ID: 901 434 3500 Password 6snVGT. June 11th at 6pm ET. go to https://t.co/fqOYWhA4Cn,original,en
"‰_@SpeakerPelosi‰© ‰_@SenSchumer‰©  this use of military needs investigated.  Americans no longer trust the government, the police, the military, and Congress.  Do something! https://t.co/rA8Drx2UTd",original,en
George Floyd‰Ûªs family ask the UN to disarm the police in the United States https://t.co/JI0CQLz5jY via @pamelageller,original,en
#BlackLivesMatter #SayHisName David McAtee &amp; James Scurlock were killed during #protests2020 . Tony McDade was killed before them. David &amp; Tony were killed by police. James was killed by a white bar owner in Omaha. James was trying to de-escalate a scuffle.,original,en
IF YOU THINK GEORGE FLOYD'S DEATH WAS A HOAX YOU'RE SICK IN THE HEAD,original,en
World News Bot @NewsBot@assortedflotsam.com  A timeline of the George Floyd and anti-police brutality protests https://t.co/YUokt6Ky93 A timeline of the George Floyd and anti-police brutality protests,original,en
Minneapolis police slashed tires of cars parked near George Floyd protests https://t.co/oX3UT2n9ZF via @nypost,original,en
"Spike Lee comin out with why ""Defund the Police"" and ""Abolish the Police"" are messages that are gonna get twisted by the Media to paint #BLM as insane and impossible.  https://t.co/XEnPB0jv8F   1/2",original,en
Daily News |  Chester County school board president resigns after joke about George Floyd‰Ûªs death https://t.co/iGdk5vWH8P,original,en
"Thomas Lane-one is the officers involved in George Floyd‰Ûªs murder, was released on bail yesterday. WE CANNOT STOP FIGHTING. We need to pick back up the momentum.",original,en
"The Trojan Family honors George Floyd, Breonna Taylor, Ahmaud Arbery and all of the Black lives lost at the hands of racism and oppression.  https://t.co/qU5V2RyvC1",original,en
"#SenseWrds 436  the death of George Floyd it was more than the story of a moment it was a truth being exposed &amp; why ""Black Lives Matter"" was more than the echo of three little words  count 165  #poetry  #WritersPost #micropoetry #poetrycommunity",original,en
"For context, while training for a police officer in Iowa can total seven months, the state requirements to become a hairdresser is 2,100 hours or two years of cosmetology training. https://t.co/uIyNqXJEUF",original,en
"@KamalaHarris, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/TE5b4gO0QF)  #BlackLivesMatter",original,en
Pretty dope they donated show proceeds the whole show to the George Floyd Fund,original,en
"""The most serious case that emerged in federal court was 3 men in Nevada linked to a national network of far-right extremists advocating overthrow of the U.S. gvt arrested May 30 on charges of fomentIng violence in Black Lives protests."" ‰_@nytimes‰© https://t.co/sbUXw659Ry",original,en
Abnormal behavior and terms coming from Barr are nothing short of disgusting.  Behavior that is not acceptable.  #FightFascism  https://t.co/rKeHgyskGu,original,en
"I don‰Ûªt understand people who say that George Floyd‰Ûªs murder was staged or that the Black Lives Matter movement is just to take attention away from some politician or some other issue. People are being mistreated, brutalized, and MURDERED all over the country. It has to change.",original,en
"@SenatorRisch, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality #BlackLivesMatter",original,en
@LateNightSeth Let's shine a brighter light down on the police for #blacklivesmatter Share your stories where your whiteness got you out of being arrested or worse. #ComplexionForProtection #ThinWhiteLine,original,en
The network accredited the program‰Ûªs cancellation to the ongoing anti-racism and anti-police brutality protests triggered by the death of George Floyd.  https://t.co/hxIYmSAqLX,original,en
"I love how people are bringing up George Floyd's criminal record and trying to justify his death but then when you bring up Trumps record of sexually abusing children they all say we need to get over the past, hes a great president now that's all that matters. #hypocrites",original,en
Watch this video:  Police brutality at its finest yet and still going on in our  neighborhoods. #thursdayvibes #COVID19 #BLM #NoJusticeNoPeaceProsecuteThePolice  https://t.co/UKb9kXdqTV,original,en
H.E.R. Honors George Floyd With ‰Û÷Painful‰Ûª New Song ‰Û÷I Can‰Ûªt Breathe‰Ûª https://t.co/kvZbM966DU https://t.co/ZAVXiaDQ1M,original,en
[PETITION] Justice pour George Floyd ! https://t.co/JvjU2fbInA,original,en
AND FOR THE EVEN DUMBER BITCH WHO CAME INTO MY MENTIONS SAYING THAT THOMAS LANE IS NOT DEREK CHAUVIN I AM AWARE OF THAT I HAVE AN IQ HIGHER THAN A FUCKING TURNIP. There were 4 officers involved in the death of George Floyd. They should all be charged with murder.,original,en
Tucker Carlson has lost some major ones following his unhinged rants against Black Lives Matter and the George Floyd protestors.  https://t.co/M2cpwn9EwH,original,en
Why Minneapolis Was the Breaking Point - The Atlantic https://t.co/5q1G01Ti0N,original,en
"Live Protests Today Updates: George Floyd, Police and BLM https://t.co/k8uKPNS3Zs",original,en
What the Video From Buffalo Has Revealed to White America   Police out of control drunk on power --&gt;Beyond Reform  Make every officer reapply 4 their jobs b4 community panel w new guidelines 4 public safety  #BlackLivesMatter   https://t.co/HUP0grwyGA,original,en
Federal Arrests Show No Sign that Antifa Plotted Protests https://t.co/pMYJ0Z4Rvh,original,en
The Rev. Jesse Jackson: ‰Û÷Every City Has Its George Floyd‰Ûª via @thenation https://t.co/6yZ5hCIEu2,original,en
Tim Walz (Governor of Minnesota): Charge the Hennepin County Medical Examiner for minimizing George Floyd's C‰ÛÜ.‰ÛÜO‰ÛÜ.‰ÛÜD. - Sign the Petition! https://t.co/A2W6fuF8wZ via @Change,original,en
"Breonna Taylor, George Floyd, Ahmaud Arbery, Tony McDade, and countless others deserve justice.åÊ Agency Vista stands with the Black community in the fight against racism and injustice, and will continue to take action. https://t.co/85lGBtfY13",original,en
Now we add Jahmel Leach to the ever growing list of those brutalised by the people paid to protect them   https://t.co/hGIvM5jo9v,original,en
"blm activists: we want equal treatment for black people within society and for police to stop murdering, beating up and verbally harassing them  how this translates to fiat 500 racists who read and believe the sun: THEY‰ÛªRE REMOVING GAVIN AND STACEY THE WORLD‰ÛªS GONE MAD _Ù_Â_Ù_Â_Ù_Â",original,en
Arrest the police officers who murdered #BreonnaTaylor  #BlackLivesMatter,original,en
George Floyd is a wake up call for Americans in the same way that the twelfth alarm you have set on your phone so that you can snooze the other eleven is a wake up call.,original,en
"@pattymurray, What are you doing to protect your Black constituents from police brutality?  #Seattle #BlackLivesMatter",original,en
"Dancehall Giant Bounty Killer, Konshens Join Protestors In Jamaica For George Floyd https://t.co/WuF3S1MvxS via @urbanislandz",original,en
Dozens of incidents of vehicles ramming protesters have occurred since the start of unrest over George Floyd's death. While this may be a growing tactic of the far-right it has been used for years by jihadists as @Klarevas &amp; I wrote in @TheAtlantic in 2017 https://t.co/6Xkkkg8ENB,original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/ySo1adrepY via @Change,original,en
"In wake of George Floyd protests, how do local police agencies hold themselves accountable? https://t.co/EEru5q7jbV https://t.co/pUX4LqxJDc",original,en
"The workers' union at Burgerville say the fast-food chain has refused to let workers wear buttons saying ""Black Lives Matter"" and ""Justice for George Floyd""  Echoes of 2018, when Burgerville sent workers home for wearing Abolish ICE buttons.  https://t.co/4qTEoSxA5T https://t.co/OciNOB0CyW",original,en
"Why is no one in the media even mentioning that if it wasn‰Ûªt for Klobuchar‰Ûªs failure to prosecute Chauvin, (after 10+ documented offenses) George might still be with us today- maybe in prison, but ALlVE. https://t.co/KGniHfs0QH",original,en
"okay so where tf is all this shit about george floyd holding a pregnant woman at gunpoint in 2007? where are the sources? more importantly, why do people find this relevant information when it comes to the fact he was brutally murdered in broad daylight?",original,en
"In other words, it‰Ûªs made up by Trump and his cronies (and that Tom Cotton column was wrong) via @NYTimes https://t.co/zT1NbwBld4",original,en
Join me in supporting Communities United for Police Reform @Changethenypd #BlackLivesMatter #WeAreAllInThisTogether https://t.co/FRgqjBfAzT,original,en
Watch ‰ÛÏWE ARE GEORGE FLOYD‰Û on #Vimeo https://t.co/521XTZz6CC,original,en
#blacklivesmatter don‰Ûªt let these ignorant sociopathic police crush your spirit don‰Ûªt let anyone talk over your voice keep pushing and we will win,original,en
it‰Ûªs so crazy to hear white people say that before George Floyd‰Ûªs death they had no idea racism was still such a prevalent issue,original,en
Pakistani Truck Artist pays Homage to George FloydåÊ ‰ÛÒ sanafatimajourno https://t.co/lTuhjYwb6f,original,en
"Stand in global solidarity with #BlackLivesMatter! #Enoughisenough, join the fight to end police brutality and liberate Black people. No one is free until we are all free. #Icantbreathe #silenceisviolence https://t.co/HoFcoqIJCX",original,en
"Thomas Lane, one of the officers charged in George Floyd's death, got himself a fundraiser to get out of jail  #GeorgeFloyd #blm #BLACK_LIVES_MATTER #blacklivesmatter https://t.co/PLWXNn4H4e",original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/B6t6A0EUfM via @Change,original,en
#DefundNYPD.. This is just disgusting &gt;Photos show teen protester's bloodied face after he 'beaten' by cops https://t.co/6NQjzQm14Q via https://t.co/9HAdDXYvZE,original,en
"POLICE BRUTALITY EXHIBIT 1: TRUMP DOES NOT CARE ABOUT POLICE BRUTALITY AND GEORGE FLOYD. HERE HE IS IN 2016 MOCKING ERIC GARNER, A BLACK MAN KILLED BY A WHITE COP. HE IS THE SOURCE OF MANY PROBLEMS IN THE POLICE. https://t.co/7D6OmsRTpT 26 #FixThePolice",original,en
The power of protest and the legacy of George Floyd. https://t.co/RRcadnuyLg,original,en
‰Û÷He needs to be removed‰Ûª: AG Barr is facing ‰Û÷growing calls for his resignation‰Ûª during the George Floyd protests  https://t.co/Hx73ujmUba,original,en
"A protester wears a protective mask with George Floyd's last words, ""I Can't Breathe,"" written on it. See photos of Chicago Protests in our new FREE edition at https://t.co/oQ6X2QZru3 https://t.co/w7CFKlEt2h",original,en
"""The novel coronavirus &amp; the knee that Derek Chauvin casually placed on George Floyd‰Ûªs neck for close to 9 mins have shown the exact same thing: there's a racial hierarchy in the US, &amp; people of color‰ÛÒparticularly black people‰ÛÒare at the bottom of it."" https://t.co/jXHcDoaIYE",original,en
"Black Americans are disproportionately getting sick and dying from the coronavirus. It‰Ûªs a plague that has laid bare, not just vulnerabilities in the U.S. hospital system, but gaping disparities in access to quality health care across minority communities. https://t.co/6ZIWZBRJXk",original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/Hv9C25ThOr via @Change,original,en
"The fact that one of the police officers responsible for George Floyd‰Ûªs murder posted a $750,000 bail from donations makes me lose the little hope I have left for humanity",original,en
"Stand in global solidarity with #BlackLivesMatter! #Enoughisenough, join the fight to end police brutality and liberate Black people. No one is free until we are all free. #Icantbreathe #silenceisviolence https://t.co/QMkNQOPAJA",original,en
"Demand justice for James Scurlock, killed by Omaha racist during George Floyd protest - Sign the Petition! https://t.co/CVOXHbYxHb via @Change",original,en
"@NYPDChiefofDept The lieutenant here should not be apologizing. That is what keeps police and people apart. He has been taught to feel guilty for showing sympathy. Please commend him for kneeling, and change that attitude. #BlackLivesMatternyc #blm #nohate https://t.co/vN3VCa2ndg",original,en
Some of you are so outraged over the canceling of LivePd where was this outrage when Lives were being taken by police officers? Where was your outrage when George Floyd was murdered? Breonna Taylor? Ahmaud?Trayvon? Michael Brown? And many many more,original,en
George Floyd Laid To Rest: Here Are The Most Powerful Moments From HisåÊFuneral https://t.co/wXSgRWlvAD,original,en
I‰Ûªm never going to forget these words may you rest in peace George Floyd and the Police officers involved pay for there immoral upholding of the law and your family receive the appropriate justice... #justiceforgeorgefloyd  #daddychangedtheworld  ghost... https://t.co/lNB5RluRiR,original,en
Cornel West Brings Anderson Cooper To Tears While Praising George Floyd‰ÛªsåÊFamily https://t.co/GG63UfxGBP,original,en
"October 1973: Justice Department sues Trump for discriminating against African Americans, a technique known as ‰ÛÏforeshadowing.‰Û  Timeline Of Trump‰Ûªs Response To The George Floyd Protests  https://t.co/nPJdPTGRaO",original,en
Corrections officer suspended over video mocking George Floyd‰Ûªs death | New Jersey | The Guardian https://t.co/93lqjRY97v https://t.co/d7WlUmJyKx,original,en
Discussing Black Lives Matter| #BlackLivesMatter Protest for George Floyd| Justice for GeorgeåÊFloyd https://t.co/3rMr1QtRnn,original,en
Standing in solidarity with Mazin Mohamedali! He is being held without bail after getting arrested back on June 7th on charges stemming from a #GeorgeFloyd protest that occurred in Iowa City. #SupportPoliticalPrisoners #EndWhiteSupremacy   https://t.co/xv9Q2X7TNo,original,en
DT Bambos Charalambous: Deeply concerned to hear that George Floyd's death has led to increasing online hate speech. Urgent action is neede‰Û_ https://t.co/WXbn4XQnt2 https://t.co/3dptQFgrh5,original,en
@NJGov This #racist #NewJersey #prison guard should be fired immediately. #GeorgeFloyd #blacklivesmatternyc  https://t.co/F7j47GbNKH,original,en
"Minneapolis police officers issue open letter condemning colleague in George Floyd's death, pledge to work toward trust https://t.co/XM1WM01XXe",original,en
Mayor Jacob Frey: Justice for George Floyd https://t.co/CW5yOZyCpN via @Change,original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/XKkRYK7EG7 via @Change,original,en
Pakistani truck artist honours George Floyd with stunning mural https://t.co/ia2ZFCn40S,original,en
The startling brutality behind the deaths of Breonna Taylor and George Floyd highlighted systemic racism in American society. We are taking this moment to affirm the Master Brewers‰Ûª rejection of racism and discrimination of any kind. https://t.co/tHzIInNuNZ,original,en
My fuck racism shirt from @blackcraftcult came in! Double proceeds went to George Floyd's memorial fund ^_^ #BlackLivesMatter #blackcraftcult https://t.co/sxy48O3WdE,original,en
Several hundred peaceful protesters marched from Pier Village to the steps of the Long Branch Police Department. https://t.co/D2oLeqnVkd https://t.co/OuYrWe1kK5,original,en
"This is my pretentious, AP-Literature teacher moment of the year, what if... How to Train Your Dragon... Is a metaphor for BLM and police? Like... If the dragons are people of color. And the Vikings are the police? I know it's a stretch but think about it",original,en
"We believe that: ‰Û¢ #BlackLivesMatter, ‰Û¢ police brutality in any form is unacceptable, and ‰Û¢ institutional inequity exists.  Lawyers and law firms have a special role to play in society, and at Milgrom &amp; Daskam we take this responsibility seriously.    #legalcounselredefined https://t.co/J5AJFCRYNq",original,en
"‰ÛÏThe outrage at the murder of George Floyd breaks open doors that have been locked for decades,‰Û @RevJJackson told The Nation in an exclusive interview. https://t.co/W8CsOICHCV",original,en
Kneeling during national anthem shows signs of resurgence https://t.co/vxqWnsqGHo https://t.co/ApkHl86fuu,original,en
H.E.R. Debuts New Song 'I Can't Breathe' In Honor Of George Floyd https://t.co/4iv1cMx1bM https://t.co/CtvA3znIBs,original,en
"Jackson said Thursday he wants to continue using his platform ""to stand for what's right.""     https://t.co/sMVD0g84UV",original,en
Black Reproductive Justice Advocates Call For Defunding Police In Wake Of Violent Police Response To Protesters #InDefenseofBlackLife #BlackLivesMatter  https://t.co/GBwbtjTjyb,original,en
"Washington Gov. Jay Inslee (D) called on President Trump to ""stay out of Washington state's business"" in a Thursday morning tweet responding to the president's criticism of the state's handling of the George Floyd protests.åÊ https://t.co/RqeDjeniC7",original,en
Cop charged over George Floyd's death freed after crowdfunding secures bail #GeorgeFloyd #GeorgeFloydMurder #BLM is that for real?!?!??? https://t.co/JdJ9hDHUM0 via @MetroUK,original,en
"@HernandoClerkDB, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/hsvjRsIoJq)  #BlackLivesMatter",original,en
"Twitter has shown me a George Floyd every week since 2014. I‰Ûªve seen men, women,&amp; children get killed by police. I‰Ûªm fucking tired. Talk to homeless people, sex workers, rape survivors. Ask them about police. The police are state sanctioned murderers, rapists and thieves.",original,en
MLK and George Floyd are the same,original,en
"Natalie, in this instance, George Floyd's past is not part of any debate on whether, even if he did pass a phony $20 bill he should have been murdered by a cop. I used to rob banks, and if it wasn't for me, how many people would know about what happened to you? 1/",original,en
"Karen slayer and Defund the police, well said young lady! #KarenSlayer #DefundThePolice #BlackLivesMattters #BLM https://t.co/OGR43K2A8O",original,en
Proud of @UniWestminster for taking a stance on this issue ‰_•ü_ÙÔ #GeorgeFloyd #JusticeForGeorgeFloyd   https://t.co/VpJslF2iuf,original,en
‰ÛÏMany Christian leaders are asking how they can constructively and practically advance the cause of justice in the wake of the killing of George Floyd and national protests. Here are steps we recommend you consider as you lead people to address injustice‰ÛÏ https://t.co/G9eVm5Golu,original,en
"To everyone that's still saying ""but calling white people names is racist too"" Police do not stop, question, arrest or kill white people because of their skin. Jobs do not turn down white people because of their skin. BLM isn't about name calling. It's about REAL issues ffs.",original,en
"U.S. security forces brutally beat 16-year-old child Jahmel Leach (now has his jaw wired shut), tased him in the temple, stripped him (abused him), and then threw him in an adult cell while refusing him medical attention or his parents. #BlackLivesMatter https://t.co/cnS0OTbCbi",original,en
"!   ‰ÛÏThis week, Austin outlets reported on the March 2019 death of Javier Ambler during a police stop, which was allegedly captured by the Live P.D. crew but the video has been destroyed.‰Û https://t.co/u580f4wGz5",original,en
"I haven‰Ûªt seen anyone talk about this but if you watch George Floyd murder video ,  you‰Ûªll see that armed police officers hop out the back of that ambulance not emts . There wasn‰Ûªt any medical equipment even on the scene ! They had no intention on even trying to revive him",original,en
"George Floyd: One of four ex-officers charged over killing leaves jail, reports say https://t.co/otasdCquWa",original,en
‰ÛÏHe Didn‰Ûªt Deserve to Die Over $20‰Û: George Floyd‰Ûªs Brother Urges Congress to Stop Police Killings https://t.co/iwTk9eeCbb via @democracynow,original,en
The nine minority-group members of the Oregon Legislature will promote bills to tighten the accountability of police after the death of George Floyd in Minneapolis and the subsequent protests in Portland and other cities. https://t.co/ElIr0ldzN2,original,en
"i was talking to one of my friends and he started making a bunch of george floyd jokes and i was like,, ""uhm,, buddy,, could you maybe not"" and he pulled the ""it's dark humor, you wouldn't get it"" card and i-  two minutes later i found out he uses ifunny",original,en
The Colorado General Assembly continues to tweak a sweeping police accountability bill in the wake of George Floyd's death. https://t.co/x8LQ83uVfy,original,en
fuck this guy.  NYPD lieutenant apologizes for kneeling alongside George Floyd protesters https://t.co/Z6FrAfwcNR,original,en
"So once again, both Trump and Barr are liars. https://t.co/PYiP1ZHx1u",original,en
My pal @jessiedotjs is donating $20 to the #BLM org of your choice if you email your reps about defunding police. Use https://t.co/gnKxhMhFsR to generate an email with your reps' emails + what to say to them with just one-click!!,original,en
"#sculptureartists, rise up!!! it‰Ûªs ur time to start chipping away at marble or whatever and make statues of people that MATTER, REAL HEROS, to replace the ones that stand for and support racism &amp; slavery...someone start making a George Floyd statue immediately, PLEASE. #artist",original,en
"This is a must read interview with @IjeomaOluo  for anyone interested in engaged, non-performative allyship to combat racism. ‰ÛÏBe wary of things that are purely symbolic‰Û: How to join the conversation on race @voxdotcom https://t.co/AN652XFDaJ",original,en
The first time I hear from @RepBobbyRush since the George Floyd situation happened and he‰Ûªs talking about officers eating his popcorn. Not one legislation championed to fight police brutality. STOP ELECTING THESE FOLKS! They only want to put up smoke screens.,original,en
Let‰Ûªs talk about whose family members helped pay George Floyd‰Ûªs killer‰Ûªs million dollar bail...... _Ù÷Á_Ù÷Á_Ù÷Á,original,en
Deeply concerned to hear that George Floyd's death has led to increasing online hate speech @CST_UK . Urgent action is needed from @ukhomeoffice to deal with incitment and stop the spread of hate across the UK https://t.co/eqLtvtu1RT via @simonisrael,original,en
George Floyd's 2nd-Grade Teacher Kept His Essay On His Dream Of Bringing Justice To The World https://t.co/1ISYNyAAED,original,en
A host of CWR member congregations have issued responses to the tragic death of George Floyd and called for an end to racial injustice in the United States: https://t.co/nDkKJ58DNv https://t.co/GSKsaaiLj4,original,en
"Thank you, Captain Obvious. Let‰Ûªs not get distracted from the main demand. #DefundThePolice #CareNotCops  https://t.co/Atc5dQfHpd",original,en
"#Teen who shot #George #Floyd #video wasn't looking to be a hero, her #lawyer says - Jun 11 @ 3:12 PM ET https://t.co/YvhtUPGDO5",original,en
"I signed! It's quick &amp; easy. Let's support our Southern #Resisters , our _ÙÎ__ÙÎ__ÙÎ_ brothers &amp; sisters! They need our support!  Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/OXGovOCy3H via @Change",original,en
"Why do police unions get such different treatment than teachers unions? Teachers unions are expected to fix the world, but police unions are allowed to remain status quo. Why? https://t.co/DGIgHhABEM by @RealDocSoos #BLM #TeachersUnite #MTBoS #PushBack",original,en
I'm really tired of hearing antifa as a terrorist group. Antifa is short for against fascism. My grandfather and great-uncles won a prisoner of war fought back fascism. We are against fascism.Federal Arrests Show No Sign that Antifa Plotted Protests https://t.co/0ASCsOxBdM,original,en
LOOK AT THIS. I AM DISGUSTED . XVIDEOS HAS THEIR OWN CATEGORY FOR GEORGE FLOYD. HOW DISRESPECTFUL AND DISHONORING THIS IS TOO HIM. I DEMAND JUSTICE!!! #GeorgeFloyd #JusticeForGeorge #BlackLivesMattters https://t.co/jZ0VbPJxQm,original,en
@paulapoundstone @adamfelber I realized today I forgot to tell you how much I enjoyed the show with Tiffany Haddish especially because I knew you recorded it before George Floyd's death. Whereas many TV shows and podcasts seem to have rushed to get a POC to appear on their show,original,en
"A police report where her injuries are listed as ""none""?? Shameful. https://t.co/VMlgV3uTy7 #JusticeForBreonnaTaylor #blacklivesmatter #blm https://t.co/UZqvldwbs2",original,en
review of the arrests of dozens of people on federal charges reveals no known effort by antifa to perpetrate a coordinated campaign of violence https://t.co/jEf9ahm29E what a surprise,original,en
"Why Minneapolis was breaking point: ""The core ideology advanced by the black people in the streets is that the justice system‰ÛÓin fact, the entire American experiment‰ÛÓwas from its inception designed to perpetuate racial inequality,"" @WesleyLowery writes. https://t.co/dmnWUqGQ5W",original,en
These Doctors Are Joining the George Floyd Protests ‰ÛÓ Despite the Pandemic  https://t.co/hWo5qxz2eN  Sent via @updayUK,original,en
Sutton Council‰Ûªs leader has promised to champion diversity in the borough in the wake of George Floyd‰Ûªs death. https://t.co/cqOzhi5Gfj,original,en
This year‰Ûªs anniversary of the 1921 Tulsa race massacre comes amid nationwide demonstrations sparked by the death of George Floyd‰Û_CNN   Irma McClaurin  https://t.co/1UM4hlPl7a https://t.co/1NDw3bYHVa,original,en
"Listening to this song after seeing what happened to George Floyd, you're were right 2pac. https://t.co/IP3SOZoOl8",original,en
